_exported_at;_system_object_id;_id;_pool;_pool#de-DE;_pool#en-US;_tags#id;_tags#reference;_tags#shortname;_tags#de-DE;_tags#en-US;_standard#de-DE;_standard#en-US;oeu_legacy_person;oeu_legacy_place;oeu_legacy_chrono;oeu_legacy_note;oeu_nc_name#de-DE;oeu_nc_name#en-US;oeu_archive_exist_construct_timespan#from;oeu_archive_exist_construct_timespan#to;oeu_archive_exist_destruct_timespan#from;oeu_archive_exist_destruct_timespan#to;oeu_descr_legacy_person;oeu_descr_legacy_places;oeu_descr_legacy_chronology;oeu_archive_exist_construct_timespan#text#de-DE;oeu_archive_exist_construct_timespan#text#en-US;_id_parent;oeu_archive_exist_destruct_timespan#text#de-DE;oeu_archive_exist_destruct_timespan#text#en-US
"2023-03-24T15:12:21+01:00";"114605";"19961";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"BP Benzin & Petroleum AG, Zürich Avry (Politische Gemeinde)";"Avry (Municipality)";;;;;"BP Benzin & Petroleum AG, Zürich";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Avry/FR";"Anfrage 1978";;;;;
"2023-03-24T15:12:21+01:00";"114606";"19962";"92";"gta Aarchives";"gta Archives";"19
91";;;"Select Isler Project
Œuvres";"Select Isler Project
Œuvres";"Naturtheater Grötzingen Aichtal, Alte Poststraße (Strasse) (Strasse) Aichtal, Naturtheater Grötzingen";"Grötzingen Natural Theatre Aichtal, Alte Poststraße (Street) (Street) Aichtal, Naturtheater Grötzingen";;;;;"Naturtheater Grötzingen";"Grötzingen Natural Theatre";"1977";"1977";"";"";"Ingenieur: Heinz Isler; Architekt: Michael Balz; Bauherr(en): Kulturgemeinschaft Naturtheater Grötzingen";"Objektort: Alte Poststraße 18, Grötzingen, Aichtal";"ausgeführt 1977";" 1977";"1977";;;
"2023-03-24T15:12:21+01:00";"114607";"19963";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"R. Hess : Einfamilienhaus Zollbrück (Siedlung)";"R. Hess : Single-Family House Zollbrück (inhabited places)";;;;;"R. Hess : Einfamilienhaus";"R. Hess : Single-Family House";"1966";"1966";"";"";"Ingenieur: Heinz Isler; Architekten: K. Mühlemann, W. Wittwer (?); Bauherr: R. Hess (Zollbrück)";"Objektort: Zollbrück (Lauperswil BE oder Rüderswil BE/?)";"Projekt 1966";"1966";"1966";;;
"2023-03-24T15:12:21+01:00";"114608";"19964";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Tennishalle Thusis Thusis (Politische Gemeinde)";"Thusis Indoor Tennis Center Thusis (Municipality)";;;;;"Tennishalle Thusis";"Thusis Indoor Tennis Center";"1990";"1990";"";"";"Ingenieur: Heinz Isler";"Objektort: Thusis/GR";"Vorprojekt 1990";"1990";"1990";;;
"2023-03-24T15:12:21+01:00";"114609";"19965";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Osterfeldschule : Turnhalle Pforzheim (Stadtkreis in Baden-Württemberg)";"Osterfeld School : Gymnasium Pforzheim (city district of Baden-Württemberg)";;;;;"Osterfeldschule : Turnhalle";"Osterfeld School : Gymnasium";"1975";"1975";"";"";"Ingenieur: Heinz Isler; Architekt: Karl W. Zeitler (Pforzheim)";"Objektort: Pforzheim";"Vorprojekt 1975";" 1975";"1975";;;
"2023-03-24T15:12:21+01:00";"114610";"19966";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Dosch Grand Garage AG : Erweiterung Chur, Kasernenstrasse (Strasse) Chur, Raschärenstrasse (Straße)";"Chur, Kasernenstrasse (Street) Chur, Raschärenstrasse (roads)";;;;;"Dosch Grand Garage AG : Erweiterung";"";"";"";"";"";"Ingenieure: Heinz Isler; Architekt: Th.+ Th. Domenig (Chur); Bauherr(en): Dosch AG";"Objektort: Kasernenstrasse 148 / Raschärenweg, Chur";"Vorprojekt 1974/1975";;;;;
"2023-03-24T15:12:21+01:00";"114611";"19967";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"G. Jackenroll : Lagerhalle Bockum (Ortsteil)";"G. Jackenroll : Warehouse Bockum (Ortsteil)";;;;;"G. Jackenroll : Lagerhalle";"G. Jackenroll : Warehouse";"1971";"1971";"";"";"Ingenieur: Heinz Isler; Architekt: Fioravante Cattozzo (St. Gallen)";"Objektort: Bockum, Deutschland";"Vorprojekt 1971";" 1971";"1971";;;
"2023-03-24T15:12:21+01:00";"114612";"19968";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Industriehalle Bürglen (TG) (Politische Gemeinde)";"Industrial Hall Bürglen (TG) (Municipality)";;;;;"Industriehalle";"Industrial Hall";"2009";"2009";"";"";"Ingenieur: Heinz Isler; Architekt: Bruno Meier";"Objektort: Bürglen/TG";"Anfrage 2009";" 2009";"2009";;;
"2023-03-24T15:12:21+01:00";"114613";"19969";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"K. Weissenrieder Spezialgeräte für Obstbau : Werkstattdach Neuhaus (Ortsteile)";"K. Weissenrieder Special Equipment for Fruit Growing : Workshop Roof Neuhaus (Ortsteile)";;;;;"K. Weissenrieder Spezialgeräte für Obstbau : Werkstattdach";"K. Weissenrieder Special Equipment for Fruit Growing : Workshop Roof";"1976";"1976";"";"";"Ingenieur: Heinz Isler";"Objektort: Neuhaus";"Anfrage 1976";"1976";"1976";;;
"2023-03-24T15:12:21+01:00";"114614";"19970";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Astros";"Astros";;;;;"Astros";"";"";"";"";"";"Ingenieur: Heinz Isler";"erwähnt: Genf";"Anfrage 1990";;;;;
"2023-03-24T15:12:21+01:00";"114615";"19971";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Bushaltestelle Bahnhof Baden: Kunststofftonnenschalen: Tragfähigkeitsnachweis und Entwurf der Verstärkung Baden (Politische Gemeinde)";"Baden (Municipality)";;;;;"Bushaltestelle Bahnhof Baden: Kunststofftonnenschalen: Tragfähigkeitsnachweis und Entwurf der Verstärkung";"";"";"";"";"";"Ingenieur: Heinz Isler; Auftraggeber: Eschmann AG";"Objektort: Baden/AG";"Expertise 1977";;;;;
"2023-03-24T15:12:21+01:00";"114616";"19972";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"EXPO 02 : Arteplage und Schalenkalotte Murten (Politische Gemeinde)";"EXPO 02 : Arteplage and Shell Dome Murten (Municipality)";;;;;"EXPO 02 : Arteplage und Schalenkalotte";"EXPO 02 : Arteplage and Shell Dome";"1999";"2001";"";"";"Ingenieur: Heinz Isler, Emch + Berger, Philippe Menétrey; Architekt: Jean Nouvel";"Objektort: Murten/FR";"Akquisition 1999/2001";" 1999 - 2001";"1999 to 2001";;;
"2023-03-24T15:12:21+01:00";"114617";"19973";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Turnhalle Neheim-Hüsten (Ortsteil)";"Gym Neheim-Hüsten (Ortsteil)";;;;;"Turnhalle";"Gym";"1971";"1971";"";"";"Ingenieur: Heinz Isler; Architekt: C. Post";"Objektort: Neheim-Hüsten";"Anfrage 1971";"1971";"1971";;;
"2023-03-24T15:12:21+01:00";"114618";"19974";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Solarex Building Gland, Route de Cité-Ouest (Straße)";"Solarex Building Gland, Route de Cité-Ouest (roads)";;;;;"Solarex Building";"Solarex Building";"1967";"1967";"";"";"Ingenieur: Heinz Isler; Bauherr: Solarex SA";"Objektort: Cité-Ouest, Gland/VD";"Vorprojekt 1967";"1967";"1967";;;
"2023-03-24T15:12:21+01:00";"114619";"19975";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Theophil Eckstein Pforzheim (Stadtkreis in Baden-Württemberg)";"Theophil Eckstein Pforzheim (city district of Baden-Württemberg)";;;;;"Theophil Eckstein";"Theophil Eckstein";"1990";"1990";"";"";"Ingenieur: Heinz Isler";"Objektort: Pforzheim";"Anfrage 1990";"1990";"1990";;;
"2023-03-24T15:12:21+01:00";"114620";"19976";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Zimmermann Studen (BE) (Politische Gemeinde)";"Zimmermann Studen (BE) (Municipality)";;;;;"Zimmermann";"Zimmermann";"1972";"1972";"";"";"Ingenieur: Heinz Isler";"Objektort: Studen/BE";"Anfrage 1972";"1972";"1968";;;
"2023-03-24T15:12:21+01:00";"114621";"19977";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Rizzoli Editore Milano (Stadt)";"Rizzoli Editore Milano (city)";;;;;"Rizzoli Editore";"Rizzoli Editore";"1969";"1969";"";"";"Ingenieur: Heinz Isler";"Objektort: Mailand";"Vorprojekt 1969";"1969";"1969";;;
"2023-03-24T15:12:21+01:00";"114622";"19978";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Cavin, Mathys : Autoeinstellhalle";"Cavin, Mathys : Autoeinstellhalle";;;;;"Cavin, Mathys : Autoeinstellhalle";"";"";"";"";"";"Ingenieur: Heinz Isler";"erwähnt: Maienfeld/GR";"Anfrage 1991";;;;;
"2023-03-24T15:12:21+01:00";"114623";"19979";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Tenniscenter Emmen : Badminton-Halle : Erweiterung Emmen (Politische Gemeinde)";"Tennis Center Emmen : Badminton Hall : Extension Emmen (Municipality)";;;;;"Tenniscenter Emmen : Badminton-Halle : Erweiterung";"Tennis Center Emmen : Badminton Hall : Extension";"1992";"1992";"";"";"Ingenieur: Heinz Isler; Architekt: Gerber + Flury AG; Bauherrschaft: Haus + Herd";"Objektort: Emmen/LU";"Anfrage 1992";"1992";"1992";;;
"2023-03-24T15:12:21+01:00";"114624";"19980";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Dörig Fenster Service AG : Ausstellungshalle; (heute swisswindows AG ?) St. Gallen (Kanton)";"Dörig Fenster Service AG : Exhibition Hall; (Today Swisswindows AG ?) St. Gallen (Canton)";;;;;"Dörig Fenster Service AG : Ausstellungshalle; (heute swisswindows AG ?)";"Dörig Fenster Service AG : Exhibition Hall; (Today Swisswindows AG ?)";"1999";"1999";"";"";"Ingenieur: Heinz Isler";"Objektort: St. Gallen (oder Mörschwil ?)";"Vorprojekt 1999";" 1999";"1999";;;
"2023-03-24T15:12:21+01:00";"114625";"19981";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Heinz Rinn : Hallenbau Kassel (Großstadt)";"Heinz Rinn : Hall Construction Kassel (big city)";;;;;"Heinz Rinn : Hallenbau";"Heinz Rinn : Hall Construction";"1968";"1968";"";"";"Ingenieur: Heinz Isler";"Objektort: Kassel";"Anfrage 1968";"1968";"1968";;;
"2023-03-24T15:12:21+01:00";"114626";"19982";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Autobus AG : Reparatur-, Service- und Einstellhalle Gossau, Lindenstrasse";"Gossau, Lindenstrasse";;;;;"Autobus AG : Reparatur-, Service- und Einstellhalle";"";"";"";"";"";"Ingenieur: Heinz Isler; Bauherr: Autobus AG (Gossau)";"Objektort: Lindenstrasse 85, Gossau/SG";"Vorprojekt 1976";;;;;
"2023-03-24T15:12:21+01:00";"114627";"19983";"92";"gta Aarchives";"gta Archives";"19
53
91";;;"Select Isler Project
Hierarchy ok!
Œuvres";"Select Isler Project
Hierarchy ok!
Œuvres";"Mechanische Werkstätte Gebrüder Tanner AG Sevelen, Churerstrasse (Straße)";"Mechanical Workshop Tanner Brothers AG Sevelen, Churerstrasse (roads)";;;;;"Mechanische Werkstätte Gebrüder Tanner AG";"Mechanical Workshop Tanner Brothers AG";"1978";"2001";"";"";"Ingenieur: Heinz Isler; Bauherr(en): Mechanische Werkstätte Gebrüder Tanner AG (Buchs)";"Objektort: Churerstrasse 182, Sevelen/SG";"ausgeführt ca. 1980";;;;;
"2023-03-24T15:12:21+01:00";"114628";"19984";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Werner Acklin : Garagenneubau Zug (Kanton)";"Werner Acklin : Construction of a New Garage Zug (Canton)";;;;;"Werner Acklin : Garagenneubau";"Werner Acklin : Construction of a New Garage";"";"";"1969";"1969";"Ingenieur: Heinz Isler";"Objektort: Zug";"Anfrage 1969";;;;;
"2023-03-24T15:12:21+01:00";"114629";"19985";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Leinen- und Baumwollspinnerei Konrad Eisenhut AG : Sanierung Aarwangen, Mittelstrasse (Straße)";"Aarwangen, Mittelstrasse (roads)";;;;;"Leinen- und Baumwollspinnerei Konrad Eisenhut AG : Sanierung";"";"";"";"";"";"Ingenieur: Heinz Isler; Bauherr(en): Leinen- und Baumwollspinnerei Konrad Eisenhut AG";"Objektort: Mittelstrasse 8, Aarwangen/BE";"Projekt 1974";;;;;
"2023-03-24T15:12:21+01:00";"114630";"19986";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Bubble : Auswertungen";"Bubble : Auswertungen";;;;;"Bubble : Auswertungen";"";"";"";"";"";"Ingenieur: Heinz Isler";"";"datiert 1976";;;;;
"2023-03-24T15:12:21+01:00";"114631";"19987";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Ingenieurbüro Lange L.G : Industrie-Neubau Helsinki Helsingfors (Hauptstadt)";"Engineering Office Lange L.G : New Industrial Building Helsinki Helsingfors (capital)";;;;;"Ingenieurbüro Lange L.G : Industrie-Neubau";"Engineering Office Lange L.G : New Industrial Building";"1967";"1969";"";"";"Ingenieur: Heinz Isler; Architekt: Rödl & Kieferle";"Objektort: Helsinki, Finnland";"Vorprojekt 1967/1969";" 1967 - 1969";"1967 to 1969";;;
"2023-03-24T15:12:21+01:00";"114632";"19988";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Sägewerk Lötscher : Decke über Keller Burgdorf, Kirchbergstrasse (Teile von bewohnten Orten)";"Burgdorf, Kirchbergstrasse (parts of inhabited places)";;;;;"Sägewerk Lötscher : Decke über Keller";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Kirchbergstrasse, Burgdorf/BE";"Vorprojekt 1972";;;;;
"2023-03-24T15:12:21+01:00";"114633";"19989";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Bächli AG Würenlingen (Politische Gemeinde)";"Würenlingen (Municipality)";;;;;"Bächli AG";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Würenlingen/AG";"Vorprojekt 1990";;;;;
"2023-03-24T15:12:21+01:00";"114635";"19991";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Shopping-Center : Polyester-Dach über Ladenstrasse und Platz Bilgaard (Teile von bewohnten Orten)";"Shopping Center : Polyester Roof Over the Shopping Street and Square Bilgaard (parts of inhabited places)";;;;;"Shopping-Center : Polyester-Dach über Ladenstrasse und Platz";"Shopping Center : Polyester Roof Over the Shopping Street and Square";"1965";"1966";"";"";"Ingenieur: Heinz Isler; Architekt: Van den Broek en Bakema (Rotterdam); beteiligt: Polycel";"Objektort: Bilgaard-Leeuwarden";"Projekt 1965/1966";"1965 - 1966";"1965 to 1966";;;
"2023-03-24T15:12:21+01:00";"114636";"19992";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Geser Fahrzeugbau AG Luzern, Grossmatte (Straße)";"Luzern, Grossmatte (roads)";;;;;"Geser Fahrzeugbau AG";"";"";"";"";"";"Ingenieur: Heinz Isler; Bauherr(en): Geser Fahrzeugbau AG";"Objektort: Grossmatte 17, Littau/LU";"Projekt 1982";;;;;
"2023-03-24T15:12:21+01:00";"114637";"19993";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Kraftwerke Mattmark AG : Pumpstation Zermeiggern Saas-Almagell (Politische Gemeinde)";"Kraftwerke Mattmark AG : Zermeiggern Pumping Station Saas-Almagell (Municipality)";;;;;"Kraftwerke Mattmark AG : Pumpstation Zermeiggern";"Kraftwerke Mattmark AG : Zermeiggern Pumping Station";"";"";"";"";"Ingenieure: Heinz Isler, Baumberger Projekt AG, Elektrowatt Ingenieurunternehmung AG";"Objektort: Zermeiggern/GR";"";;;;;
"2023-03-24T15:12:21+01:00";"114638";"19994";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Schweizerische Metallwerke Selve & Co. Thun (Bezirk)";"Swiss Metal Works Selve & Co. Thun (District)";;;;;"Schweizerische Metallwerke Selve & Co.";"Swiss Metal Works Selve & Co.";"";"";"";"";"Ingenieur: Heinz Isler; Bauherr(en): Schweizerische Metallwerke Selve & Co. (Thun)";"Objektort: Thun";"Vorprojekt 1965/1966";;;;;
"2023-03-24T15:12:21+01:00";"114639";"19995";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Aérodrome (Flughafen) Toussus-le-Nôble (Essonne) : Hangars Aero-Club Toussus-le-Noble (Gemeinde in Frankreich)";"Toussus-le-Noble (commune of France)";;;;;"Aérodrome (Flughafen) Toussus-le-Nôble (Essonne) : Hangars Aero-Club";"";"";"";"";"";"Ingenieure: Heinz Isler, G. Rosier; Architekt: G. Rosier";"Objektort: Toussus-le-Nôble";"Vorprojekt 1969";;;;;
"2023-03-24T15:12:21+01:00";"114640";"19996";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Unipress AG : Werk Birrfeld : Erweiterung Flughafen Birrfeld";"Unipress AG : Birrfeld Plant : Expansion Flughafen Birrfeld";;;;;"Unipress AG : Werk Birrfeld : Erweiterung";"Unipress AG : Birrfeld Plant : Expansion";"";"";"";"";"Ingenieur: Heinz Isler; Architekten: (vermutlich) Rusterholz + Vonesch (Wangen)";"Objektort: Birrfeld, Lupfig/AG";"Vorprojekt 1990/1991";;;;;
"2023-03-24T15:12:21+01:00";"114641";"19997";"92";"gta Aarchives";"gta Archives";"30
91";;;"verify
Œuvres";"verify
Œuvres";"Architekt Georg Brügger : Garagenneubau Worb (Politische Gemeinde)";"Worb (Municipality)";;;;;"Architekt Georg Brügger : Garagenneubau";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt: Georg Brügger (Worb)";"Objektort: Worb/BE";"Anfrage 1966";;;;;
"2023-03-24T15:12:21+01:00";"114642";"19998";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Gygax Transporte Dietikon (Politische Gemeinde)";"Gygax Transportations Dietikon (Municipality)";;;;;"Gygax Transporte";"Gygax Transportations";"1964";"1964";"";"";"Ingenieur: Heinz Isler";"Objektort: Dietikon/ZH";"Anfrage 1964";"1964";"1964";;;
"2023-03-24T15:12:21+01:00";"114643";"19999";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Epple : Buckelschale Hardheim (Gemeinde in Deutschland) [Epple : Buckelschale]";"Hardheim (municipality of Germany) [Epple : Bubble Shell]";;;;;"Epple : Buckelschale";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekt (oder Bauherr): Gustav Epple Bauunternehmung (Stuttgart)";"Objektort: Hardheim";"Anfrage 1964 und 1966";"";"";"19948";;
"2023-03-24T15:12:21+01:00";"114644";"20000";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Webereimaschinenfabrik Franz Morat : I Filderstadt, Fabrikstrasse (Straße) (Strasse) Filderstadt, Raiffeisenstrasse (Straße) (Strasse) Bonlanden (Ortsteil) [Webereimaschinenfabrik Morat I]";"Filderstadt, Fabrikstrasse (roads) (Street) Filderstadt, Raiffeisenstrasse (roads) (Street) Bonlanden (Ortsteil) [Weaving Machine Factory Morat I]";;;;;"Webereimaschinenfabrik Franz Morat : I";"";"1968";"1968";"";"";"Ingenieur: Heinz Isler; Architekten: Rödl & Kieferle (Böblingen); Ausführung: (Arbeitsgemeinschaft) Gustav Epple Bauunternehmung, Albert Kohler & Sohn (Bauunternehmung, Böblingen); Bauherr(en): Webereimaschinenfabrik Franz Morat GmbH (Vaihingen/Deutschland)";"Objektort: Fabrikstrasse 13 / Raifeisenstrasse 16 / Bonlanden, Filderstadt";"Vorprojekt 1967, ausgeführt 1968";"";"";"18164";;
"2023-03-24T15:12:21+01:00";"114645";"20001";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Federnfabrik Straub (heute Federtechnik Wangs AG) Wangs, Straubstrasse (Strasse) [Federnfabrik Straub (heute Federtechnik Wangs AG)]";"Wangs, Straubstrasse (Street) [Federnfabrik Straub (Today Federtechnik Wangs AG)]";;;;;"Federnfabrik Straub (heute Federtechnik Wangs AG)";"";"1970";"1970";"";"";"Ingenieur: Heinz Isler, Walter Lüem (Lenzburg); Architekt: Ernest Grob (Sargans); Bauherr(en): Federnfabrik Joh. Straub";"Objektort: Straubstrasse 13, Wangs/SG";"ausgeführt 1970";"";"";"19950";;
"2023-03-24T15:12:21+01:00";"114646";"20002";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Station fedérale de recherches agronomiques de Changins (heute Agroscope) Nyon, Route de Duillier (Straße) [Station fedérale de recherches agronomiques de Changins (heute Agroscope)]";"Nyon, Route de Duillier (roads) [Fedérale de Recherches Agronomiques de Changins Station (Now Agroscope)]";;;;;"Station fedérale de recherches agronomiques de Changins (heute Agroscope)";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekten: Werner Plüss, Edouard Reimann (Genf)";"Objektort: Route de Duillier 50, Changins, Nyon/VD";"Projektwettbewerb 1969: «Changins 123457», 6. Preis";"";"";"19951";;
"2023-03-24T15:12:21+01:00";"114647";"20003";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Société PROTEX Levallois-Perret (Gemeinde in Frankreich) [Société PROTEX]";"Levallois-Perret (commune of France) [Société PROTEX]";;;;;"Société PROTEX";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Levallois-Perret";"Anfrage 1971";"";"";"19952";;
"2023-03-24T15:12:21+01:00";"114648";"20004";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Lenco Burgdorf [Lenco Burgdorf]";"[Lenco Burgdorf]";;;;;"Lenco Burgdorf";"";"";"";"";"";"Ingenieur: Heinz Isler";"";"";"";"";"19953";;
"2023-03-24T15:12:21+01:00";"114649";"20005";"92";"gta Aarchives";"gta Archives";"18
19
20
92
163";;;"Verify Shell Data
Select Isler Project
Correspondance Boesigerliste
Gebautes Werk
OK";"Verify Shell Data
Select Isler Project
Correspondance Boesigerliste
Built Work
OK";"Mercedes-Vertretung C. Honer GmbH und Co. Donaueschingen, Dürrheimer Strasse (Straße) [Mercedes-Vertretung C. Honer GmbH und Co.]";"Donaueschingen, Dürrheimer Strasse (roads) [Mercedes Agency C. Honer GmbH and Co.]";;;;;"Mercedes-Vertretung C. Honer GmbH und Co.";"";"1965";"1965";"";"";"Ingenieur: Heinz Isler, Theo Greiner (Donaueschingen); Architekt: Paul Engler (Donaueschingen); Bauherr(en): C. Honer GmbH und Co.";"Objektort: Dürrheimer Strasse 12, Donaueschingen";"ausgeführt 1965";"";"";"19954";;
"2023-03-24T15:12:21+01:00";"114650";"20006";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Schuhgrosshandel JLCO J. Lüthi + Co. AG Burgdorf, Jlcoweg (Teile von bewohnten Orten) [Schuhgrosshandel JLCO J. Lüthi + Co. AG]";"Burgdorf, Jlcoweg (parts of inhabited places) [Shoe Wholesaler JLCO J. Lüthi + Co. AG]";;;;;"Schuhgrosshandel JLCO J. Lüthi + Co. AG";"";"1973";"1973";"";"";"Ingenieur: Heinz Isler; Bauherr(en): Schuhgrosshandel JLCO J. Lüthi + Co. AG; Architekt: Hermann Giraudi, Bruno Giraudi (Burgdorf)";"Objektort: Jlcoweg 4, Burgdorf/BE";"Vorprojekt 1972; ausgeführt 1973";"";"";"19955";;
"2023-03-24T15:12:21+01:00";"114651";"20007";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Lufttechnische Anlagen Dübi & Co. : Fabrikationshalle : Neubau Herzogenbuchsee (Politische Gemeinde) [Lufttechnische Anlagen Dübi & Co. : Fabrikationshalle : Neubau]";"Herzogenbuchsee (Municipality) [Ventilation Systems Dübi & Co. : Production Hall : New Building]";;;;;"Lufttechnische Anlagen Dübi & Co. : Fabrikationshalle : Neubau";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Herzogenbuchsee/BE";"Vorprojekt 1980/1982";"";"";"19956";;
"2023-03-24T15:12:21+01:00";"114652";"20008";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"H. Sommer : Unterstützung Garagendecke Burgdorf (Politische Gemeinde) [H. Sommer : Unterstützung Garagendecke]";"Burgdorf (Municipality) [H. Sommer : Support of Garage Ceiling]";;;;;"H. Sommer : Unterstützung Garagendecke";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Burgdorf/BE";"Projekt 1976";"";"";"19957";;
"2023-03-24T15:12:21+01:00";"114653";"20009";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Blaser Maschinen AG (M. Blaser Fördertechnik) Rüdtligen-Alchenflüh, Industriestrasse (Straße) [Blaser Maschinen AG (M. Blaser Fördertechnik)]";"Rüdtligen-Alchenflüh, Industriestrasse (roads) [Blaser Machinery AG (M. Blaser Conveying Technology)]";;;;;"Blaser Maschinen AG (M. Blaser Fördertechnik)";"";"1973";"1973";"";"";"Ingenieur: Heinz Isler; Bauherr(en): Blaser Maschinen AG";"Objektort: Industriestrasse 6, Rüdtligen-Alchenflüh/BE";"Vorprojekt 1972; ausgeführt 1973";"";"";"19958";;
"2023-03-24T15:12:21+01:00";"114654";"20010";"92";"gta Aarchives";"gta Archives";"53
93";;;"Hierarchy ok!
Projekt";"Hierarchy ok!
Project";"Geser Fahrzeugbau AG Littau [Geser Fahrzeugbau AG]";"Littau [Geser Vehicle Construction AG]";;;;;"Geser Fahrzeugbau AG";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: (Grossmatte 17 ?) Littau/LU";"Vorprojekt 1982";"";"";"18660";;
