_exported_at;_system_object_id;_id;_pool;_pool#de-DE;_pool#en-US;_tags#id;_tags#reference;_tags#shortname;_tags#de-DE;_tags#en-US;_standard#de-DE;_standard#en-US;oeu_legacy_person;oeu_legacy_place;oeu_legacy_chrono;oeu_legacy_note;oeu_nc_name#de-DE;oeu_nc_name#en-US;oeu_archive_exist_construct_timespan#from;oeu_archive_exist_construct_timespan#to;oeu_archive_exist_destruct_timespan#from;oeu_archive_exist_destruct_timespan#to;oeu_descr_legacy_person;oeu_descr_legacy_places;oeu_descr_legacy_chronology;oeu_archive_exist_construct_timespan#text#de-DE;oeu_archive_exist_construct_timespan#text#en-US;_id_parent;oeu_archive_exist_destruct_timespan#text#de-DE;oeu_archive_exist_destruct_timespan#text#en-US
"2023-03-24T15:12:05+01:00";"112588";"17944";"92";"gta Aarchives";"gta Archives";"19
20
53
92
163";;;"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Gebautes Werk
OK";"Select Isler Project
Correspondance Boesigerliste
Hierarchy ok!
Built Work
OK";"Kleiderfabrik Schweizer & Co. AG : Erweiterung Wangen an der Aare, Zeughausstrasse (Strasse) [Kleiderfabrik Schweizer & Co. AG : Erweiterung]";"Wangen an der Aare, Zeughausstrasse (Street) [Clothing Factory Schweizer & Co. AG : Extention]";;;;;"Kleiderfabrik Schweizer & Co. AG : Erweiterung";"";"1967";"1967";;;"Ingenieur: Heinz Isler; Architekt: Hans-Ulrich Wagner (Zürich); Bauherr(en): Kleiderfabrik Schweizer & Co. AG";"Objektort: Zeughausstrasse 19, Wangen an der Aare/BE";"ausgeführt 1967";"";"";"20377";;
"2023-03-24T15:12:05+01:00";"112589";"17945";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Hochbauzeichner Richard Steiner : Industriehalle Wilderswil (Politische Gemeinde) [Hochbauzeichner Richard Steiner : Industriehalle]";"Wilderswil (Municipality) [Architectural Draftsman Richard Steiner : Industrial Hall]";;;;;"Hochbauzeichner Richard Steiner : Industriehalle";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Richard Steiner (Wilderswil)";"Objektort: Wilderswil/BE";"Anfrage 1966";"";"";"17894";;
"2023-03-24T15:12:05+01:00";"112590";"17946";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Schweizerische Drahtziegelfabrik Lotzwil SDL AG Lotzwil (Politische Gemeinde) [Schweizerische Drahtziegelfabrik Lotzwil SDL AG]";"Lotzwil (Municipality) [Swiss Wirecut Brick Factory Lotzwil SDL AG]";;;;;"Schweizerische Drahtziegelfabrik Lotzwil SDL AG";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Lotzwil/BE";"Vorschlag 1966";"";"";"17895";;
"2023-03-24T15:12:05+01:00";"112591";"17947";"92";"gta Aarchives";"gta Archives";"93";;;"Projekt";"Project";"Feriendorf (heute Hotel) Twannberg : Iglus Twann-Tüscherz, Twannberg [Feriendorf (heute Hotel) Twannberg : Iglus]";"Twann-Tüscherz, Twannberg [Feriendorf (Today Hotel) Twannberg : Igloos]";;;;;"Feriendorf (heute Hotel) Twannberg : Iglus";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Justus Dahinden; Bauherr(en): Pro Juventute, Pro Infirmis, Pro Senectute, Verband Behindertensport, Aktion Denk an mich, [Dieter Schmid, Wolfgang Feierbach]";"Objektort: Twannberg 9, Twann/BE";"Vorprojekt 1970/1971";"";"";"17896";;
"2023-03-24T15:12:05+01:00";"112592";"17948";"92";"gta Aarchives";"gta Archives";"30
91";;;"verify
Œuvres";"verify
Œuvres";"Hallen in der Schweiz Schweiz (Land)";"Schweiz (Country)";;;;;"Hallen in der Schweiz";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Schweiz";"Vorprojekt 1983";;;;;
"2023-03-24T15:12:05+01:00";"112593";"17949";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Katastrophenhaus (Elementhaus)";"Katastrophenhaus (Elementhaus)";;;;;"Katastrophenhaus (Elementhaus)";"";"";"";;;"Ingenieur: Heinz Isler; Architekt: Werner Müller; Beteiligt: Heinrich Weiss (Designer, Brugg)";"Objektort: s.l.";"Projekt 1977";;;;;
"2023-03-24T15:12:05+01:00";"112594";"17950";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Sportarena Basel (Politische Gemeinde)";"Sports Arena Basel (Municipality)";;;;;"Sportarena";"Sports Arena";"1994";"1994";;;"Ingenieur: Heinz Isler";"Objektort: Basel";"Anfrage 1994";"1994";"1994";;;
"2023-03-24T15:12:05+01:00";"112595";"17951";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Mäder & Co. : Lagerhalle Burgdorf (Politische Gemeinde)";"Mäder & Co. : Warehouse Burgdorf (Municipality)";;;;;"Mäder & Co. : Lagerhalle";"Mäder & Co. : Warehouse";"1955";"1955";;;"Ingenieure: Heinz Isler, Weder & Prim";"Objektort: Burgdorf/BE";"Vorprojekt 1955";" 1955";"1955";;;
"2023-03-24T15:12:05+01:00";"112596";"17952";"92";"gta Aarchives";"gta Archives";"19
53
91";;;"Select Isler Project
Hierarchy ok!
Œuvres";"Select Isler Project
Hierarchy ok!
Œuvres";"Bauisolationen F. Kilcher AG Recherswil, Steinacker (Straße)";"Recherswil, Steinacker (roads)";;;;;"Bauisolationen F. Kilcher AG";"";"1965";"1965";;;"Ingenieur: Heinz Isler, M. + J. Bein (Solothurn); Architekt: Paul Wirz (Solothurn); Bauherr: F. Kilcher AG";"Objektort: Steinacker 17, Recherswil/SO";"ausgeführt 1965";;;;;
"2023-03-24T15:12:05+01:00";"112597";"17953";"92";"gta Aarchives";"gta Archives";"30
91";;;"verify
Œuvres";"verify
Œuvres";"Hallenneubau Rümlang (Politische Gemeinde)";"Rümlang (Municipality)";;;;;"Hallenneubau";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Rümlang/ZH";"Vorprojekt 1971";;;;;
"2023-03-24T15:12:05+01:00";"112598";"17954";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Consulent-Bau AG : Früchte- und Fleischkühlhäuser Italia (souveräner Staat)";"Italia (sovereign state)";;;;;"Consulent-Bau AG : Früchte- und Fleischkühlhäuser";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Italien";"Anfrage 1969";;;;;
"2023-03-24T15:12:05+01:00";"112599";"17955";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Schwimmbad Morges Morges (Bezirk)";"Morges Swimming Pool Morges (District)";;;;;"Schwimmbad Morges";"Morges Swimming Pool";"1963";"1963";;;"Ingenieur: Heinz Isler; Architekt: Jean Serex";"Objektort: Morges";"Vorprojekt 1963";" 1963";"1963";;;
"2023-03-24T15:12:05+01:00";"112600";"17956";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Haus + Herd, Industrie Herzogenbuchsee (Politische Gemeinde)";"House + Stove, Industry Herzogenbuchsee (Municipality)";;;;;"Haus + Herd, Industrie";"House + Stove, Industry";"1983";"1983";;;"Ingenieur: Heinz Isler";"Objektort: Herzogenbuchsee/BE";"Vorprojekt 1983";"1983";"1983";;;
"2023-03-24T15:12:05+01:00";"112601";"17957";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Garage Senn Gersau (Politische Gemeinde)";"Garage Senn Gersau (Municipality)";;;;;"Garage Senn";"Garage Senn";"1966";"1967";;;"Ingenieur: Heinz Isler, (Herr) Schelbert; Auftraggeber: M. Senn";"Objektort: Gersau/SZ";"Vorprojekt 1971";" 1966 - 1967";"1966 to 1967";;;
"2023-03-24T15:12:05+01:00";"112602";"17958";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Hotel Anfi del Mar Playa del Inglés (Siedlung)";"Hotel Anfi del Mar Playa del Inglés (human settlement)";;;;;"Hotel Anfi del Mar";"Hotel Anfi del Mar";"1989";"1989";;;"Ingenieur: Heinz Isler; Architekt: Luis Lopez Diaz, Juan Rafael Pérez Cabrera";"Objektort: Playa del Ingles, Gran Canaria Spanien";"Vorprojekt 1989";"1989";"1989";;;
"2023-03-24T15:12:05+01:00";"112603";"17959";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf Düsseldorf (Stadt in Deutschland)";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf Düsseldorf (urban municipality of Germany)";;;;;"Kunst und Medienzentrum Rheinhafen GmbH : Der Neue Zollhof : Fassade Düsseldorf";"Art and Media Center Rheinhafen GmbH : The Neue Zollhof : Facade Düsseldorf";"1996";"1996";;;"Ingenieur: Heinz Isler; Architekt: Frank O. Gehry (Entwurf), Beucker Haider Langhammer Maschlanka BHLM (Ausführung); Ausführung: Willi Bösiger";"Objektort: Düsseldorf";"Vorprojekt 1996";"1996";"1996";;;
"2023-03-24T15:12:05+01:00";"112604";"17960";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";;;;;"Schweizer Armee : Geh- und Karrensteg";"Swiss Army : Walkway and Cart Bridge";"1958";"1958";;;"Ingenieur: (Oberleutnant) Heinz Isler; Beteiligt: Schweizer Armee";"Objektort: s.l.";"Projekt 1958";" 1958";"1958";;;
"2023-03-24T15:12:05+01:00";"112605";"17961";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Trickler Schaumstoff Innsbruck (Stadt)";"Trickler Foam Innsbruck (city)";;;;;"Trickler Schaumstoff";"Trickler Foam";"1966";"1966";;;"Ingenieur: Heinz Isler; Architekt: H.C. Baurat";"Objektort: Innsbruck";"Vorprojekt 1966";"1966";"1966";;;
"2023-03-24T15:12:05+01:00";"112606";"17962";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 7 Nederland Netherlands (Land des Königreichs der Niederlande)";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 7 Nederland Netherlands (country of the Kingdom of the Netherlands)";;;;;"HIB : JPA Nelissen : Universal Sporthalle Nr. 6 und 7";"HIB : Jpa Nelissen : Universal Sports Hall No. 6 and 7";"1982";"1982";;;"Ingenieur: Heinz Isler; Ausführung (Bauunternehmen): JPA Nelissen";"Objektort: Niederlande";"Vorprojekte 1982";"1982";"1982";;;
"2023-03-24T15:12:05+01:00";"112607";"17963";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Maus Frères : Firma Nordmann : Lagerhaus : Neubau Bellach (Politische Gemeinde)";"Maus Frères : Nordmann Company : Warehouse : New Building Bellach (Municipality)";;;;;"Maus Frères : Firma Nordmann : Lagerhaus : Neubau";"Maus Frères : Nordmann Company : Warehouse : New Building";"1967";"1968";;;"Ingenieur: Heinz Isler";"Objektort: Bellach/SO";"Vorschlag 1967";" 1967 - 1968";"1967 to 1968";;;
"2023-03-24T15:12:05+01:00";"112608";"17964";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Kebau AG : Türkisches Kulturzentrum : Moschee Winterthur (Bezirk)";"Kebau AG : Turkish Cultural Center : Mosque Winterthur (District)";;;;;"Kebau AG : Türkisches Kulturzentrum : Moschee";"Kebau AG : Turkish Cultural Center : Mosque";"1981";"1981";;;"Ingenieur: Heinz Isler";"Objektort: Winterthur";"Vorprojekt 1981";"1981";"1981";;;
"2023-03-24T15:12:05+01:00";"112609";"17965";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Hüseyn Ankara (Provinzen)";"Hüseyn Ankara (provinces)";;;;;"Hüseyn";"Hüseyn";"1994";"1994";;;"Ingenieur: Heinz Isler";"Objektort: Ankara";"Vorprojekt 1994";" 1994";"1994";;;
"2023-03-24T15:12:05+01:00";"112610";"17966";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Kupferschmiede und Apparatebau W. Jäggi & Co. Bösingen (Politische Gemeinde)";"Coppersmiths and Apparatus Engineering W. Jäggi & Co. Bösingen (Municipality)";;;;;"Kupferschmiede und Apparatebau W. Jäggi & Co.";"Coppersmiths and Apparatus Engineering W. Jäggi & Co.";"1968";"1968";;;"Ingenieur: Heinz Isler; Architekt: Hans Rudolf Stoll (Bern)";"Objektort: Bösingen/FR";"Vorprojekt 1968";"1968";"1968";;;
"2023-03-24T15:12:05+01:00";"112611";"17967";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Umfahrungsstrasse Wangen Wangen an der Aare (Politische Gemeinde)";"Wangen Bypass Road Wangen an der Aare (Municipality)";;;;;"Umfahrungsstrasse Wangen";"Wangen Bypass Road";"1964";"1964";;;"Ingenieure: Dr. E. Burgdorfer & W. Moor, Heinz Isler";"Objektort: Wangen an der Aare/BE";"datiert 1964";"1964";"1964";;;
"2023-03-24T15:12:05+01:00";"112613";"17969";"92";"gta Aarchives";"gta Archives";"19
91";;;"Select Isler Project
Œuvres";"Select Isler Project
Œuvres";"Gartencenter Ferme de Servon (heute Jardinerie Truffaut) RN 19 Servon, Route Nationale (Straße) (Strasse) Servon, Rue Georges Truffaut (Straße) (Strasse)";"Garden Center Ferme de Servon (Today Jardinerie Truffaut) RN 19 Servon, Route Nationale (roads) (Street) Servon, Rue Georges Truffaut (roads) (Street)";;;;;"Gartencenter Ferme de Servon (heute Jardinerie Truffaut) RN 19";"Garden Center Ferme de Servon (Today Jardinerie Truffaut) RN 19";"1981";"1981";;;"Ingenieur: Heinz Isler; Bauherr(en): Societe Foncière Agricole de Servon SFAS";"Objektort: Route nationale 19 (RN 19)/ 3 Rue Georges Truffaut, Servon";"ausgeführt 1981";;;;;
"2023-03-24T15:12:05+01:00";"112614";"17970";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Herr Zaugg, Geilinger";"Mr. Zaugg, Geilinger";;;;;"Herr Zaugg, Geilinger";"Mr. Zaugg, Geilinger";"1990";"1990";;;"Ingenieur: Heinz Isler";"";"Anfrage 1990";" 1990";"1990";;;
"2023-03-24T15:12:05+01:00";"112615";"17971";"92";"gta Aarchives";"gta Archives";"19
91";;;"Select Isler Project
Œuvres";"Select Isler Project
Œuvres";"Meret Oppenheim-Brunnen Bern, Waisenhausplatz (Teile von bewohnten Orten)";"Meret Oppenheim Fountain Bern, Waisenhausplatz (parts of inhabited places)";;;;;"Meret Oppenheim-Brunnen";"Meret Oppenheim Fountain";"1983";"2007";;;"Ingenieur: Heinz Isler; Künstler(in): Meret Oppenheim; Architekten: Atelier 5";"Objektort: Waisenhausplatz, Bern";"ausgeführt 1983; Gutachten verfasst 2007";" 1983 - 2007";"1983 to 2007";;;
"2023-03-24T15:12:05+01:00";"112616";"17972";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Dietze : Kommunikationszentrum am Stausee Hohenfelde Hohenfelden (Gemeinde in Deutschland)";"Hohenfelden (municipality of Germany)";;;;;"Dietze : Kommunikationszentrum am Stausee Hohenfelde";"";"";"";;;"Ingenieur: Heinz Isler; Bauherr: Ronald Dietze; Architekt: Michael Balz; Beteiligt: W.Bösiger AG";"Objektort: Hohenfelde (Weimar)";"Vorprojekt 1992/1993";;;;;
"2023-03-24T15:12:05+01:00";"112617";"17973";"92";"gta Aarchives";"gta Archives";"19
53
91";;;"Select Isler Project
Hierarchy ok!
Œuvres";"Select Isler Project
Hierarchy ok!
Œuvres";"Schenk Filterbau GmbH Waldstetten, Bettringer Strasse (Strasse)";"Waldstetten, Bettringer Strasse (Street)";;;;;"Schenk Filterbau GmbH";"";"1969";"1978";;;"Ingenieur: Heinz Isler; Architekt: Rudolf H. Maier (Pforzheim); Ausführung (Bauunternehmer): Gustav Epple Bauunternehmung (Pforzheim); Bauherr(en): Schenk Filterbau GmbH (Schwäbisch Gmünd)";"Objektort: Bettringer Strasse 42, Waldstetten";"ausgeführt 1969";;;;;
"2023-03-24T15:12:05+01:00";"112618";"17974";"92";"gta Aarchives";"gta Archives";"19
53
91";;;"Select Isler Project
Hierarchy ok!
Œuvres";"Select Isler Project
Hierarchy ok!
Œuvres";"Weberei Ganahl & Co. Frastanz Frastanz, Schmittengasse (Straße) (Strasse) [Weberei Ganahl & Co. Frastanz]";"Weaving Mill Ganahl & Co. Frastanz Frastanz, Schmittengasse (roads) (Street) [Weaving Mill Ganahl & Co. Frastanz]";;;;;"Weberei Ganahl & Co. Frastanz";"Weaving Mill Ganahl & Co. Frastanz";"1963";"1964";;;"Ingenieur: Heinz Isler; Architekt: (Dipl. Ing.) Friedrich KIaiser (Feldkirch); Bauherr(en): Weberei Ganahl & Co. (Feldkirch)";"Objektort: Schmittengasse, Frastanz";"Projekt 1962/1963; in Etappen ausgeführt 1963/1964";;;;;
"2023-03-24T15:12:05+01:00";"112619";"17975";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Arbex Team Zurich : Exhibition Hall : Möbelausstellung Jiddah Jeddah Dschidda (Siedlung)";"Jiddah Jeddah Dschidda (inhabited places)";;;;;"Arbex Team Zurich : Exhibition Hall : Möbelausstellung";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Jeddah";"Anfrage 1977";;;;;
"2023-03-24T15:12:05+01:00";"112620";"17976";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Pilatus Porter : Tonnengwölbe Stans (Politische Gemeinde)";"Pilatus Porter : Barrel Vault Stans (Municipality)";;;;;"Pilatus Porter : Tonnengwölbe";"Pilatus Porter : Barrel Vault";"1981";"1981";;;"Ingenieur: Heinz Isler";"Objektort: Stans/NW";"Anfrage 1981";"1981";"1981";;;
"2023-03-24T15:12:05+01:00";"112621";"17977";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Garage Altherr (heute Altherr Nutzfahrzeuge AG) Nesslau-Krummenau, Untersteig (Straße)";"Nesslau-Krummenau, Untersteig (roads)";;;;;"Garage Altherr (heute Altherr Nutzfahrzeuge AG)";"";"1978";"1978";;;"Ingenieur: Heinz Isler; Architekt: Wickli & Partner; Bauherr(en): Garage Erwin Altherr";"Objektort: Untersteig 2359, Nesslau/SG";"Vorprojekt 1977; ausgeführt 1978; Rinnenerhöhung 1980";;;;;
"2023-03-24T15:12:05+01:00";"112622";"17978";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Maschinenfabrik Wälchli Brittnau (Politische Gemeinde)";"Machine Factory Wälchli Brittnau (Municipality)";;;;;"Maschinenfabrik Wälchli";"Machine Factory Wälchli";"1962";"1962";;;"Ingenieur: Heinz Isler; Architekt: Hans-Peter Sager (Zofingen); Bauherr: Andres Wälchli";"Objektort: Brittnau/AG";"Vorprojekt 1962";"1962";"1962";;;
"2023-03-24T15:12:05+01:00";"112623";"17979";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"A. Ronx Paris (Hauptstadt)";"Paris (capital)";;;;;"A. Ronx";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Paris";"Anfrage 1970";;;;;
"2023-03-24T15:12:05+01:00";"112624";"17980";"92";"gta Aarchives";"gta Archives";"55
91";;;"To be deleted - do not link!
Œuvres";"To be deleted - do not link!
Œuvres";"Bauunternehmung W. Bösiger AG Langenthal, Gaswerkstrasse (Straße)";"Langenthal, Gaswerkstrasse (roads)";;;;;"Bauunternehmung W. Bösiger AG";"";"1965";"1965";;;"Ingenieur: Heinz Isler; Architekt: Willi Bösiger; Bauherr(en): Willi Bösiger AG";"Objektort: Gaswerkstrasse 25, Langenthal/BE";"ausgeführt 1965";;;;;
"2023-03-24T15:12:05+01:00";"112625";"17981";"92";"gta Aarchives";"gta Archives";"19
53
91";;;"Select Isler Project
Hierarchy ok!
Œuvres";"Select Isler Project
Hierarchy ok!
Œuvres";"Florélites Clause SA : Gartencenter Bordeaux Lormont, Route nationale (Straße) (Strasse) Lormont, Centre Commercial 4 Pavillons (Gebäude)";"Lormont, Route nationale (roads) (Street) Lormont, Centre Commercial 4 Pavillons (buildings (structures))";;;;;"Florélites Clause SA : Gartencenter Bordeaux";"";"1973";"1973";;;"Ingenieur: Heinz Isler; Bauherr(en): Florelites Clause SA (Brétigny-sur-Orge/Frankreich); Architekt: Sodeteg  (Delegation Sud Ouest, Pessac)";"Objektort: Route Nationale 10 / Centre Commercial des 4 Pavillons, Lormont";"ausgeführt 1973";;;;;
"2023-03-24T15:12:05+01:00";"112626";"17982";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Einfamilienhaus Berchtold : Schutzraum Alchenstorf (Politische Gemeinde)";"Berchtold Family House : Emergency Room Alchenstorf (Municipality)";;;;;"Einfamilienhaus Berchtold : Schutzraum";"Berchtold Family House : Emergency Room";"1988";"1988";;;"Ingenieur: Heinz Isler";"Objektort: Alchenstorf/BE";"Vorprojekt 1988";" 1988";"1988";;;
"2023-03-24T15:12:05+01:00";"112628";"17984";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Isolierwerk Meier-Schenk AG : Fabrikneubau Regensdorf (Politische Gemeinde)";"Isolierwerk Meier-Schenk AG : New Factory Building Regensdorf (Municipality)";;;;;"Isolierwerk Meier-Schenk AG : Fabrikneubau";"Isolierwerk Meier-Schenk AG : New Factory Building";"1967";"1968";;;"Ingenieur: Heinz Isler";"Objektort: Regensdorf";"Anfrage 1967";" 1967 - 1968";"1967 to 1968";;;
"2023-03-24T15:12:05+01:00";"112629";"17985";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Gitterkuppel Forum Steglitz Steglitz (Ortsteil von Berlin)";"Forum Steglitz Lattice Dome Steglitz (locality of Berlin)";;;;;"Gitterkuppel Forum Steglitz";"Forum Steglitz Lattice Dome";"1966";"1967";;;"Ingenieur: Heinz Isler; Architekt: Frei Otto, Georg Heinrichs";"Objektort: Berlin-Steglitz";"Anfrage 1970";" 1966 - 1967";"1966 to 1967";;;
"2023-03-24T15:12:05+01:00";"112630";"17986";"92";"gta Aarchives";"gta Archives";"53
91";;;"Hierarchy ok!
Œuvres";"Hierarchy ok!
Œuvres";"Aluminium Schweisswerk AG : EC-Gebäude Schlieren (Politische Gemeinde)";"Schlieren (Municipality)";;;;;"Aluminium Schweisswerk AG : EC-Gebäude";"";"";"";;;"Ingenieur: Heinz Isler";"Objektort: Schlieren/ZH";"Anfrage 1968";;;;;
"2023-03-24T15:12:05+01:00";"112631";"17987";"92";"gta Aarchives";"gta Archives";"19
91";;;"Select Isler Project
Œuvres";"Select Isler Project
Œuvres";"HIB : Tenniscenter Paradies Allschwil Allschwil, Bettenstrasse (Teile von bewohnten Orten)";"HIB : Tennis Centre Paradies Allschwil Allschwil, Bettenstrasse (parts of inhabited places)";;;;;"HIB : Tenniscenter Paradies Allschwil";"HIB : Tennis Centre Paradies Allschwil";"1982";"1982";;;"Ingenieur: Heinz Isler";"Objektort: Bettenstrasse 73, Allschwil/BL";"ausgeführt 1982";"1982";"1982";;;
"2023-03-24T15:12:05+01:00";"112632";"17988";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"ETHZ : Betriebswissenschaftliches Institut : Hallenbauten Zürich (Kanton)";"ETHZ : Business Administration Institute : Hall Construction Zürich (Canton)";;;;;"ETHZ : Betriebswissenschaftliches Institut : Hallenbauten";"ETHZ : Business Administration Institute : Hall Construction";"1964";"1966";;;"Ingenieur: Heinz Isler; Bauherr: ETH Zürich";"Objektort: Zürich";"Anfrage 1964";" 1964 - 1966";"1964 to 1966";;;
"2023-03-24T15:12:12+01:00";"112633";"17989";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Copérative de Menuiserie Lausanne (Bezirk)";"Lausanne (District)";;;;;"Copérative de Menuiserie";"";"";"";"";"";"Ingenieur: Heinz Isler; Architekten: Wolf & Fovanna";"Objektort: Lausanne/VD";"Anfrage 1968";;;;;
"2023-03-24T15:12:12+01:00";"112634";"17990";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Hallensystem in Warschau : Flughafenhallen Warszawa (Hauptstadt)";"Hall System in Warsaw : Airport Halls Warszawa (capital)";;;;;"Hallensystem in Warschau : Flughafenhallen";"Hall System in Warsaw : Airport Halls";"1995";"1995";"";"";"Ingenieur: Heinz Isler";"Objektort: Warschau";"Vorprojekt 1995";"1995";"1995";;;
"2023-03-24T15:12:12+01:00";"112635";"17991";"92";"gta Aarchives";"gta Archives";"91";;;"Œuvres";"Œuvres";"Centre de Pilotage de Lignières SA Lignières (Politische Gemeinde)";"Lignières (Municipality)";;;;;"Centre de Pilotage de Lignières SA";"";"";"";"";"";"Ingenieur: Heinz Isler";"Objektort: Lignières/NE";"Vorprojekt 1983";;;;;
"2023-03-24T15:12:12+01:00";"112636";"17992";"92";"gta Aarchives";"gta Archives";"19
53
91";;;"Select Isler Project
Hierarchy ok!
Œuvres";"Select Isler Project
Hierarchy ok!
Œuvres";"Karlsruher Konservenfabrik GmbH Karlsruhe, Industriestrasse (Teile von bewohnten Orten) (Strasse)";"Karlsruhe Canning Factory GmbH Karlsruhe, Industriestrasse (parts of inhabited places) (Street)";;;;;"Karlsruher Konservenfabrik GmbH";"Karlsruhe Canning Factory GmbH";"1972";"2003";"";"";"Ingenieur: Heinz Isler; Architekt: Bauunternehmung Otto Pfisterer (Karlsruhe); Bauherr(en): Ludwig Schulte-Bockholt (Karlsruhe)";"Objektort: Industriestrasse 4, Karlsruhe";"ausgeführt 1972; 1980 Sanierung; 1999/2000 Änderungen; Sanierung 2003";" 1972 - 2003";"1972 to 2003";;;
